SignId,Id,X,Y,Z,Retro,Angle,Distance,UTC,R,G,B,H,S,V,pX,pY
3,43574,33.7872539,-84.4056727,244.934,0.74,-0.189,7.401,66091.65500,-1,-1,-1,-1.0,-1.000,-1.000,0.440,0.567
3,43575,33.7872538,-84.4056725,244.859,0.74,-0.199,7.401,66091.65500,-1,-1,-1,-1.0,-1.000,-1.000,0.432,0.648
3,43576,33.7872538,-84.4056724,244.785,0.74,-0.209,7.402,66091.65500,-1,-1,-1,-1.0,-1.000,-1.000,0.434,0.728
3,43577,33.7872537,-84.4056724,244.709,0.74,-0.220,7.412,66091.65500,-1,-1,-1,-1.0,-1.000,-1.000,0.422,0.810
3,43578,33.7872537,-84.4056723,244.633,0.75,-0.230,7.419,66091.65500,-1,-1,-1,-1.0,-1.000,-1.000,0.425,0.893
3,43579,33.7872536,-84.4056720,244.561,0.74,-0.240,7.412,66091.65500,-1,-1,-1,-1.0,-1.000,-1.000,0.422,0.971
3,43642,33.7872539,-84.4056736,245.401,0.75,-0.127,7.279,66091.66800,-1,-1,-1,-1.0,-1.000,-1.000,0.435,0.061
3,43643,33.7872537,-84.4056733,245.330,0.74,-0.137,7.256,66091.66800,-1,-1,-1,-1.0,-1.000,-1.000,0.411,0.138
3,43644,33.7872537,-84.4056732,245.256,0.74,-0.148,7.257,66091.66800,-1,-1,-1,-1.0,-1.000,-1.000,0.411,0.218
3,43645,33.7872536,-84.4056731,245.183,0.75,-0.158,7.259,66091.66800,-1,-1,-1,-1.0,-1.000,-1.000,0.400,0.297
3,43646,33.7872535,-84.4056729,245.110,0.75,-0.168,7.254,66091.66800,-1,-1,-1,-1.0,-1.000,-1.000,0.390,0.376
3,43647,33.7872535,-84.4056728,245.037,0.76,-0.178,7.251,66091.66800,-1,-1,-1,-1.0,-1.000,-1.000,0.392,0.455
3,43648,33.7872534,-84.4056727,244.962,0.76,-0.189,7.261,66091.66800,-1,-1,-1,-1.0,-1.000,-1.000,0.382,0.536
3,43649,33.7872533,-84.4056724,244.893,0.76,-0.199,7.242,66091.66800,-1,-1,-1,-1.0,-1.000,-1.000,0.377,0.611
3,43650,33.7872533,-84.4056726,244.814,0.74,-0.209,7.271,66091.66800,-1,-1,-1,-1.0,-1.000,-1.000,0.372,0.697
3,43651,33.7872532,-84.4056722,244.746,0.75,-0.219,7.249,66091.66800,-1,-1,-1,-1.0,-1.000,-1.000,0.371,0.770
3,43652,33.7872532,-84.4056723,244.669,0.74,-0.230,7.271,66091.66800,-1,-1,-1,-1.0,-1.000,-1.000,0.368,0.854
3,43653,33.7872531,-84.4056722,244.593,0.75,-0.240,7.284,66091.66800,-1,-1,-1,-1.0,-1.000,-1.000,0.360,0.936
3,43713,33.7872534,-84.4056737,245.418,0.76,-0.127,7.145,66091.68100,-1,-1,-1,-1.0,-1.000,-1.000,0.377,0.042
3,43714,33.7872533,-84.4056735,245.347,0.74,-0.137,7.135,66091.68100,-1,-1,-1,-1.0,-1.000,-1.000,0.364,0.119
3,43715,33.7872532,-84.4056732,245.278,0.74,-0.148,7.116,66091.68100,-1,-1,-1,-1.0,-1.000,-1.000,0.353,0.194
3,43716,33.7872531,-84.4056731,245.207,0.74,-0.158,7.111,66091.68100,-1,-1,-1,-1.0,-1.000,-1.000,0.342,0.271
3,43717,33.7872531,-84.4056730,245.134,0.76,-0.168,7.117,66091.68100,-1,-1,-1,-1.0,-1.000,-1.000,0.343,0.350
3,43718,33.7872530,-84.4056728,245.063,0.75,-0.178,7.110,66091.68100,-1,-1,-1,-1.0,-1.000,-1.000,0.334,0.427
3,43719,33.7872530,-84.4056728,244.990,0.74,-0.189,7.117,66091.68100,-1,-1,-1,-1.0,-1.000,-1.000,0.334,0.506
3,43720,33.7872529,-84.4056728,244.916,0.74,-0.199,7.131,66091.68100,-1,-1,-1,-1.0,-1.000,-1.000,0.322,0.586
3,43721,33.7872529,-84.4056727,244.843,0.74,-0.209,7.136,66091.68200,-1,-1,-1,-1.0,-1.000,-1.000,0.324,0.665
3,43722,33.7872528,-84.4056724,244.774,0.74,-0.219,7.126,66091.68200,-1,-1,-1,-1.0,-1.000,-1.000,0.321,0.740
3,43723,33.7872528,-84.4056724,244.700,0.75,-0.230,7.139,66091.68200,-1,-1,-1,-1.0,-1.000,-1.000,0.321,0.820
3,43724,33.7872527,-84.4056723,244.627,0.74,-0.240,7.146,66091.68200,-1,-1,-1,-1.0,-1.000,-1.000,0.313,0.899
3,43725,33.7872527,-84.4056722,244.553,0.71,-0.250,7.158,66091.68200,-1,-1,-1,-1.0,-1.000,-1.000,0.316,0.979
3,43784,33.7872529,-84.4056737,245.438,0.74,-0.127,6.999,66091.69500,-1,-1,-1,-1.0,-1.000,-1.000,0.318,0.021
3,43785,33.7872528,-84.4056735,245.369,0.74,-0.137,6.991,66091.69500,-1,-1,-1,-1.0,-1.000,-1.000,0.305,0.095
3,43786,33.7872527,-84.4056733,245.300,0.74,-0.148,6.975,66091.69500,-1,-1,-1,-1.0,-1.000,-1.000,0.294,0.170
3,43787,33.7872527,-84.4056732,245.228,0.74,-0.158,6.980,66091.69500,-1,-1,-1,-1.0,-1.000,-1.000,0.294,0.248
3,43788,33.7872527,-84.4056731,245.157,0.75,-0.168,6.983,66091.69500,-1,-1,-1,-1.0,-1.000,-1.000,0.295,0.325
3,43789,33.7872526,-84.4056729,245.089,0.75,-0.178,6.974,66091.69500,-1,-1,-1,-1.0,-1.000,-1.000,0.286,0.399
3,43790,33.7872525,-84.4056728,245.019,0.74,-0.189,6.971,66091.69500,-1,-1,-1,-1.0,-1.000,-1.000,0.276,0.475
3,43791,33.7872524,-84.4056727,244.947,0.75,-0.199,6.979,66091.69500,-1,-1,-1,-1.0,-1.000,-1.000,0.267,0.553
3,43792,33.7872524,-84.4056726,244.877,0.75,-0.209,6.979,66091.69500,-1,-1,-1,-1.0,-1.000,-1.000,0.270,0.628
3,43793,33.7872524,-84.4056726,244.804,0.74,-0.219,6.995,66091.69500,-1,-1,-1,-1.0,-1.000,-1.000,0.270,0.707
3,43794,33.7872523,-84.4056725,244.733,0.75,-0.230,6.998,66091.69500,-1,-1,-1,-1.0,-1.000,-1.000,0.262,0.784
3,43795,33.7872522,-84.4056723,244.664,0.75,-0.240,6.994,66091.69500,-1,-1,-1,-1.0,-1.000,-1.000,0.258,0.859
3,43796,33.7872522,-84.4056723,244.590,0.60,-0.250,7.014,66091.69500,-1,-1,-1,-1.0,-1.000,-1.000,0.258,0.939
3,43850,33.7872524,-84.4056735,245.391,0.72,-0.137,6.845,66091.70800,-1,-1,-1,-1.0,-1.000,-1.000,0.258,0.072
3,43851,33.7872523,-84.4056734,245.322,0.74,-0.147,6.840,66091.70800,-1,-1,-1,-1.0,-1.000,-1.000,0.246,0.146
3,43852,33.7872523,-84.4056734,245.252,0.74,-0.158,6.847,66091.70800,-1,-1,-1,-1.0,-1.000,-1.000,0.246,0.222
3,43853,33.7872522,-84.4056733,245.182,0.75,-0.168,6.849,66091.70800,-1,-1,-1,-1.0,-1.000,-1.000,0.235,0.298
3,43854,33.7872521,-84.4056731,245.115,0.75,-0.178,6.839,66091.70800,-1,-1,-1,-1.0,-1.000,-1.000,0.225,0.371
3,43855,33.7872521,-84.4056730,245.044,0.74,-0.189,6.847,66091.70800,-1,-1,-1,-1.0,-1.000,-1.000,0.226,0.447
3,43856,33.7872520,-84.4056729,244.976,0.74,-0.199,6.846,66091.70800,-1,-1,-1,-1.0,-1.000,-1.000,0.217,0.521
3,43857,33.7872520,-84.4056728,244.905,0.74,-0.209,6.856,66091.70800,-1,-1,-1,-1.0,-1.000,-1.000,0.219,0.598
3,43858,33.7872519,-84.4056726,244.838,0.75,-0.219,6.850,66091.70800,-1,-1,-1,-1.0,-1.000,-1.000,0.214,0.671
3,43859,33.7872519,-84.4056727,244.763,0.74,-0.230,6.875,66091.70800,-1,-1,-1,-1.0,-1.000,-1.000,0.211,0.752
3,43860,33.7872518,-84.4056724,244.698,0.75,-0.240,6.863,66091.70800,-1,-1,-1,-1.0,-1.000,-1.000,0.212,0.822
3,43918,33.7872519,-84.4056737,245.339,0.68,-0.148,6.728,66091.72100,-1,-1,-1,-1.0,-1.000,-1.000,0.202,0.128
3,43919,33.7872518,-84.4056734,245.275,0.74,-0.158,6.707,66091.72100,-1,-1,-1,-1.0,-1.000,-1.000,0.188,0.197
3,43920,33.7872517,-84.4056732,245.208,0.75,-0.168,6.699,66091.72100,-1,-1,-1,-1.0,-1.000,-1.000,0.177,0.270
3,43921,33.7872517,-84.4056733,245.138,0.75,-0.178,6.715,66091.72100,-1,-1,-1,-1.0,-1.000,-1.000,0.176,0.346
3,43922,33.7872516,-84.4056731,245.071,0.75,-0.189,6.710,66091.72100,-1,-1,-1,-1.0,-1.000,-1.000,0.167,0.418
3,43923,33.7872516,-84.4056730,245.002,0.74,-0.199,6.715,66091.72100,-1,-1,-1,-1.0,-1.000,-1.000,0.169,0.493
3,43924,33.7872515,-84.4056728,244.937,0.75,-0.209,6.705,66091.72100,-1,-1,-1,-1.0,-1.000,-1.000,0.164,0.563
3,43925,33.7872514,-84.4056726,244.871,0.75,-0.219,6.699,66091.72200,-1,-1,-1,-1.0,-1.000,-1.000,0.161,0.635
3,43926,33.7872514,-84.4056726,244.802,0.74,-0.230,6.711,66091.72200,-1,-1,-1,-1.0,-1.000,-1.000,0.161,0.710
3,43927,33.7872513,-84.4056725,244.733,0.75,-0.240,6.718,66091.72200,-1,-1,-1,-1.0,-1.000,-1.000,0.156,0.784
3,43984,33.7872514,-84.4056738,245.293,0.55,-0.158,6.597,66091.73500,-1,-1,-1,-1.0,-1.000,-1.000,0.146,0.178
3,43985,33.7872513,-84.4056735,245.230,0.75,-0.168,6.574,66091.73500,-1,-1,-1,-1.0,-1.000,-1.000,0.129,0.246
3,43986,33.7872511,-84.4056729,245.172,0.75,-0.178,6.534,66091.73500,-1,-1,-1,-1.0,-1.000,-1.000,0.116,0.309
3,43987,33.7872511,-84.4056731,245.101,0.74,-0.189,6.560,66091.73500,-1,-1,-1,-1.0,-1.000,-1.000,0.110,0.386
3,43988,33.7872511,-84.4056730,245.034,0.74,-0.199,6.565,66091.73500,-1,-1,-1,-1.0,-1.000,-1.000,0.113,0.458
3,43989,33.7872510,-84.4056728,244.969,0.74,-0.209,6.561,66091.73500,-1,-1,-1,-1.0,-1.000,-1.000,0.111,0.529
3,43990,33.7872509,-84.4056727,244.903,0.74,-0.219,6.560,66091.73500,-1,-1,-1,-1.0,-1.000,-1.000,0.107,0.600
3,43991,33.7872509,-84.4056726,244.836,0.74,-0.230,6.566,66091.73500,-1,-1,-1,-1.0,-1.000,-1.000,0.114,0.673
3,43992,33.7872508,-84.4056725,244.770,0.74,-0.240,6.570,66091.73500,-1,-1,-1,-1.0,-1.000,-1.000,0.113,0.744
3,44051,33.7872508,-84.4056736,245.255,0.52,-0.168,6.441,66091.74800,-1,-1,-1,-1.0,-1.000,-1.000,0.073,0.219
3,44052,33.7872507,-84.4056732,245.195,0.75,-0.178,6.415,66091.74800,-1,-1,-1,-1.0,-1.000,-1.000,0.062,0.284
3,44053,33.7872507,-84.4056732,245.128,0.75,-0.189,6.428,66091.74800,-1,-1,-1,-1.0,-1.000,-1.000,0.062,0.356
3,44054,33.7872506,-84.4056731,245.064,0.75,-0.199,6.424,66091.74800,-1,-1,-1,-1.0,-1.000,-1.000,0.055,0.426
3,44055,33.7872506,-84.4056731,244.997,0.75,-0.209,6.438,66091.74800,-1,-1,-1,-1.0,-1.000,-1.000,0.055,0.498
3,44056,33.7872505,-84.4056729,244.933,0.75,-0.219,6.433,66091.74800,-1,-1,-1,-1.0,-1.000,-1.000,0.060,0.568
3,44057,33.7872504,-84.4056727,244.871,0.75,-0.230,6.424,66091.74800,-1,-1,-1,-1.0,-1.000,-1.000,0.073,0.635
3,44058,33.7872504,-84.4056727,244.802,0.68,-0.240,6.447,66091.74800,-1,-1,-1,-1.0,-1.000,-1.000,0.073,0.710
3,44116,33.7872503,-84.4056736,245.151,0.52,-0.189,6.312,66091.76100,-1,-1,-1,-1.0,-1.000,-1.000,0.023,0.332
3,44118,33.7872502,-84.4056734,245.023,0.52,-0.209,6.320,66091.76100,-1,-1,-1,-1.0,-1.000,-1.000,0.000,0.470
3,44119,33.7872502,-84.4056733,244.958,0.50,-0.219,6.324,66091.76100,-1,-1,-1,-1.0,-1.000,-1.000,0.010,0.541
4,45038,33.7872595,-84.4057217,244.919,0.59,-0.158,8.935,66091.96100,-1,-1,-1,-1.0,-1.000,-1.000,1.000,0.580
4,45099,33.7872590,-84.4057218,245.128,0.71,-0.137,8.770,66091.97400,-1,-1,-1,-1.0,-1.000,-1.000,0.903,0.217
4,45100,33.7872590,-84.4057217,245.038,0.67,-0.148,8.773,66091.97400,-1,-1,-1,-1.0,-1.000,-1.000,0.902,0.373
4,45101,33.7872590,-84.4057217,244.947,0.71,-0.158,8.789,66091.97400,-1,-1,-1,-1.0,-1.000,-1.000,0.902,0.531
4,45102,33.7872589,-84.4057216,244.857,0.69,-0.168,8.791,66091.97400,-1,-1,-1,-1.0,-1.000,-1.000,0.882,0.688
4,45162,33.7872585,-84.4057218,245.155,0.72,-0.137,8.618,66091.98800,-1,-1,-1,-1.0,-1.000,-1.000,0.805,0.170
4,45163,33.7872586,-84.4057220,245.062,0.61,-0.148,8.653,66091.98800,-1,-1,-1,-1.0,-1.000,-1.000,0.827,0.332
4,45164,33.7872585,-84.4057217,244.977,0.71,-0.158,8.639,66091.98800,-1,-1,-1,-1.0,-1.000,-1.000,0.804,0.479
4,45165,33.7872584,-84.4057216,244.888,0.71,-0.168,8.644,66091.98800,-1,-1,-1,-1.0,-1.000,-1.000,0.784,0.634
4,45166,33.7872584,-84.4057216,244.799,0.72,-0.178,8.657,66091.98800,-1,-1,-1,-1.0,-1.000,-1.000,0.784,0.788
4,45224,33.7872581,-84.4057218,245.179,0.57,-0.137,8.475,66092.00100,-1,-1,-1,-1.0,-1.000,-1.000,0.727,0.128
4,45226,33.7872580,-84.4057217,245.005,0.52,-0.158,8.487,66092.00100,-1,-1,-1,-1.0,-1.000,-1.000,0.706,0.431
4,45227,33.7872580,-84.4057217,244.916,0.72,-0.168,8.502,66092.00100,-1,-1,-1,-1.0,-1.000,-1.000,0.706,0.585
4,45228,33.7872579,-84.4057215,244.831,0.69,-0.178,8.501,66092.00100,-1,-1,-1,-1.0,-1.000,-1.000,0.686,0.733
4,45229,33.7872579,-84.4057215,244.742,0.63,-0.189,8.517,66092.00100,-1,-1,-1,-1.0,-1.000,-1.000,0.686,0.887
4,45289,33.7872576,-84.4057219,245.202,0.72,-0.137,8.335,66092.01400,-1,-1,-1,-1.0,-1.000,-1.000,0.631,0.089
4,45290,33.7872575,-84.4057217,245.119,0.64,-0.148,8.329,66092.01400,-1,-1,-1,-1.0,-1.000,-1.000,0.608,0.233
4,45291,33.7872575,-84.4057217,245.033,0.71,-0.158,8.340,66092.01400,-1,-1,-1,-1.0,-1.000,-1.000,0.608,0.382
4,45292,33.7872575,-84.4057217,244.946,0.71,-0.168,8.351,66092.01400,-1,-1,-1,-1.0,-1.000,-1.000,0.608,0.533
4,45293,33.7872574,-84.4057217,244.860,0.70,-0.178,8.364,66092.01400,-1,-1,-1,-1.0,-1.000,-1.000,0.589,0.682
4,45294,33.7872574,-84.4057216,244.774,0.69,-0.189,8.371,66092.01400,-1,-1,-1,-1.0,-1.000,-1.000,0.588,0.832
4,45295,33.7872573,-84.4057215,244.688,0.70,-0.199,8.379,66092.01400,-1,-1,-1,-1.0,-1.000,-1.000,0.568,0.981
4,45352,33.7872571,-84.4057219,245.229,0.72,-0.137,8.185,66092.02800,-1,-1,-1,-1.0,-1.000,-1.000,0.533,0.042
4,45353,33.7872571,-84.4057219,245.145,0.60,-0.148,8.194,66092.02800,-1,-1,-1,-1.0,-1.000,-1.000,0.533,0.188
4,45355,33.7872570,-84.4057217,244.978,0.66,-0.168,8.199,66092.02800,-1,-1,-1,-1.0,-1.000,-1.000,0.511,0.477
4,45356,33.7872569,-84.4057214,244.897,0.71,-0.178,8.187,66092.02800,-1,-1,-1,-1.0,-1.000,-1.000,0.490,0.618
4,45357,33.7872569,-84.4057216,244.809,0.68,-0.189,8.215,66092.02800,-1,-1,-1,-1.0,-1.000,-1.000,0.490,0.771
4,45358,33.7872568,-84.4057215,244.725,0.58,-0.199,8.226,66092.02800,-1,-1,-1,-1.0,-1.000,-1.000,0.470,0.917
4,45415,33.7872566,-84.4057220,245.253,0.72,-0.137,8.040,66092.04100,-1,-1,-1,-1.0,-1.000,-1.000,0.439,0.000
4,45416,33.7872565,-84.4057217,245.174,0.62,-0.148,8.024,66092.04100,-1,-1,-1,-1.0,-1.000,-1.000,0.413,0.137
4,45417,33.7872565,-84.4057217,245.090,0.64,-0.158,8.040,66092.04100,-1,-1,-1,-1.0,-1.000,-1.000,0.413,0.283
4,45418,33.7872565,-84.4057216,245.008,0.66,-0.168,8.043,66092.04100,-1,-1,-1,-1.0,-1.000,-1.000,0.412,0.425
4,45419,33.7872564,-84.4057215,244.927,0.64,-0.178,8.046,66092.04100,-1,-1,-1,-1.0,-1.000,-1.000,0.392,0.566
4,45420,33.7872564,-84.4057216,244.841,0.66,-0.189,8.068,66092.04100,-1,-1,-1,-1.0,-1.000,-1.000,0.392,0.715
4,45421,33.7872563,-84.4057215,244.760,0.68,-0.199,8.071,66092.04100,-1,-1,-1,-1.0,-1.000,-1.000,0.372,0.856
4,45422,33.7872563,-84.4057214,244.677,0.52,-0.209,8.080,66092.04100,-1,-1,-1,-1.0,-1.000,-1.000,0.373,1.000
4,45478,33.7872560,-84.4057217,245.201,0.72,-0.148,7.875,66092.05400,-1,-1,-1,-1.0,-1.000,-1.000,0.315,0.090
4,45479,33.7872560,-84.4057217,245.119,0.71,-0.158,7.889,66092.05400,-1,-1,-1,-1.0,-1.000,-1.000,0.315,0.233
4,45480,33.7872560,-84.4057216,245.039,0.72,-0.168,7.890,66092.05400,-1,-1,-1,-1.0,-1.000,-1.000,0.314,0.372
4,45481,33.7872559,-84.4057216,244.957,0.56,-0.178,7.904,66092.05400,-1,-1,-1,-1.0,-1.000,-1.000,0.294,0.514
4,45482,33.7872559,-84.4057216,244.876,0.66,-0.189,7.913,66092.05400,-1,-1,-1,-1.0,-1.000,-1.000,0.294,0.655
4,45483,33.7872559,-84.4057215,244.794,0.56,-0.199,7.924,66092.05400,-1,-1,-1,-1.0,-1.000,-1.000,0.294,0.797
4,45484,33.7872557,-84.4057212,244.718,0.72,-0.209,7.905,66092.05400,-1,-1,-1,-1.0,-1.000,-1.000,0.259,0.929
4,45544,33.7872556,-84.4057218,245.227,0.72,-0.148,7.735,66092.06800,-1,-1,-1,-1.0,-1.000,-1.000,0.240,0.045
4,45545,33.7872555,-84.4057217,245.149,0.71,-0.158,7.732,66092.06800,-1,-1,-1,-1.0,-1.000,-1.000,0.218,0.181
4,45546,33.7872554,-84.4057216,245.071,0.70,-0.168,7.732,66092.06800,-1,-1,-1,-1.0,-1.000,-1.000,0.197,0.316
4,45548,33.7872554,-84.4057215,244.912,0.56,-0.189,7.749,66092.06800,-1,-1,-1,-1.0,-1.000,-1.000,0.196,0.592
4,45549,33.7872554,-84.4057215,244.830,0.51,-0.199,7.769,66092.06800,-1,-1,-1,-1.0,-1.000,-1.000,0.196,0.734
4,45550,33.7872553,-84.4057214,244.751,0.68,-0.209,7.771,66092.06800,-1,-1,-1,-1.0,-1.000,-1.000,0.177,0.872
4,45607,33.7872550,-84.4057216,245.178,0.72,-0.158,7.571,66092.08100,-1,-1,-1,-1.0,-1.000,-1.000,0.119,0.130
4,45608,33.7872549,-84.4057215,245.102,0.67,-0.168,7.570,66092.08100,-1,-1,-1,-1.0,-1.000,-1.000,0.098,0.262
4,45609,33.7872549,-84.4057215,245.021,0.53,-0.178,7.591,66092.08100,-1,-1,-1,-1.0,-1.000,-1.000,0.098,0.403
4,45610,33.7872549,-84.4057216,244.942,0.55,-0.189,7.607,66092.08100,-1,-1,-1,-1.0,-1.000,-1.000,0.099,0.540
4,45611,33.7872548,-84.4057215,244.864,0.56,-0.199,7.614,66092.08100,-1,-1,-1,-1.0,-1.000,-1.000,0.078,0.675
4,45612,33.7872548,-84.4057214,244.785,0.60,-0.209,7.624,66092.08100,-1,-1,-1,-1.0,-1.000,-1.000,0.080,0.812
4,45667,33.7872544,-84.4057215,245.131,0.54,-0.168,7.419,66092.09400,-1,-1,-1,-1.0,-1.000,-1.000,0.000,0.212
4,45668,33.7872544,-84.4057215,245.054,0.51,-0.178,7.430,66092.09400,-1,-1,-1,-1.0,-1.000,-1.000,0.000,0.345
4,45669,33.7872544,-84.4057214,244.977,0.53,-0.189,7.440,66092.09400,-1,-1,-1,-1.0,-1.000,-1.000,0.016,0.479
5,47050,33.7872587,-84.4057653,245.248,0.50,-0.137,8.494,66092.38700,-1,-1,-1,-1.0,-1.000,-1.000,1.000,0.231
5,47114,33.7872581,-84.4057652,245.099,0.51,-0.158,8.354,66092.40000,-1,-1,-1,-1.0,-1.000,-1.000,0.893,0.451
5,47173,33.7872577,-84.4057653,245.208,0.52,-0.148,8.205,66092.41400,-1,-1,-1,-1.0,-1.000,-1.000,0.822,0.290
5,47177,33.7872574,-84.4057648,244.876,0.53,-0.189,8.207,66092.41400,-1,-1,-1,-1.0,-1.000,-1.000,0.769,0.781
5,47178,33.7872573,-84.4057646,244.794,0.53,-0.199,8.202,66092.41400,-1,-1,-1,-1.0,-1.000,-1.000,0.753,0.902
5,47234,33.7872573,-84.4057655,245.232,0.55,-0.148,8.067,66092.42700,-1,-1,-1,-1.0,-1.000,-1.000,0.752,0.254
5,47238,33.7872569,-84.4057648,244.909,0.53,-0.189,8.050,66092.42700,-1,-1,-1,-1.0,-1.000,-1.000,0.680,0.732
5,47239,33.7872569,-84.4057646,244.828,0.55,-0.199,8.051,66092.42700,-1,-1,-1,-1.0,-1.000,-1.000,0.682,0.852
5,47240,33.7872568,-84.4057645,244.747,0.54,-0.209,8.053,66092.42700,-1,-1,-1,-1.0,-1.000,-1.000,0.666,0.972
5,47298,33.7872568,-84.4057656,245.336,0.52,-0.137,7.920,66092.44000,-1,-1,-1,-1.0,-1.000,-1.000,0.665,0.101
5,47299,33.7872568,-84.4057654,245.257,0.52,-0.148,7.913,66092.44000,-1,-1,-1,-1.0,-1.000,-1.000,0.662,0.217
5,47301,33.7872567,-84.4057653,245.095,0.55,-0.168,7.924,66092.44000,-1,-1,-1,-1.0,-1.000,-1.000,0.643,0.457
5,47302,33.7872565,-84.4057650,245.018,0.51,-0.178,7.907,66092.44000,-1,-1,-1,-1.0,-1.000,-1.000,0.607,0.571
5,47304,33.7872564,-84.4057647,244.858,0.56,-0.199,7.909,66092.44100,-1,-1,-1,-1.0,-1.000,-1.000,0.592,0.808
5,47305,33.7872563,-84.4057646,244.778,0.58,-0.209,7.912,66092.44100,-1,-1,-1,-1.0,-1.000,-1.000,0.576,0.926
5,47360,33.7872564,-84.4057656,245.359,0.51,-0.137,7.769,66092.45400,-1,-1,-1,-1.0,-1.000,-1.000,0.594,0.067
5,47361,33.7872563,-84.4057655,245.280,0.56,-0.148,7.769,66092.45400,-1,-1,-1,-1.0,-1.000,-1.000,0.574,0.183
5,47362,33.7872562,-84.4057652,245.205,0.58,-0.158,7.752,66092.45400,-1,-1,-1,-1.0,-1.000,-1.000,0.554,0.294
5,47365,33.7872560,-84.4057649,244.968,0.56,-0.189,7.760,66092.45400,-1,-1,-1,-1.0,-1.000,-1.000,0.518,0.645
5,47366,33.7872559,-84.4057648,244.890,0.65,-0.199,7.761,66092.45400,-1,-1,-1,-1.0,-1.000,-1.000,0.502,0.760
5,47367,33.7872559,-84.4057646,244.812,0.62,-0.209,7.762,66092.45400,-1,-1,-1,-1.0,-1.000,-1.000,0.505,0.876
5,47368,33.7872558,-84.4057645,244.734,0.56,-0.220,7.764,66092.45400,-1,-1,-1,-1.0,-1.000,-1.000,0.490,0.991
5,47422,33.7872559,-84.4057657,245.382,0.53,-0.137,7.629,66092.46700,-1,-1,-1,-1.0,-1.000,-1.000,0.508,0.033
5,47423,33.7872558,-84.4057656,245.306,0.57,-0.148,7.620,66092.46700,-1,-1,-1,-1.0,-1.000,-1.000,0.488,0.145
5,47424,33.7872558,-84.4057656,245.226,0.57,-0.158,7.636,66092.46700,-1,-1,-1,-1.0,-1.000,-1.000,0.488,0.263
5,47425,33.7872556,-84.4057651,245.155,0.52,-0.168,7.603,66092.46700,-1,-1,-1,-1.0,-1.000,-1.000,0.446,0.368
5,47426,33.7872556,-84.4057651,245.077,0.63,-0.178,7.610,66092.46700,-1,-1,-1,-1.0,-1.000,-1.000,0.446,0.484
5,47427,33.7872555,-84.4057649,245.001,0.58,-0.189,7.602,66092.46700,-1,-1,-1,-1.0,-1.000,-1.000,0.429,0.596
5,47428,33.7872555,-84.4057649,244.921,0.58,-0.199,7.622,66092.46700,-1,-1,-1,-1.0,-1.000,-1.000,0.429,0.714
5,47429,33.7872554,-84.4057648,244.844,0.57,-0.209,7.625,66092.46700,-1,-1,-1,-1.0,-1.000,-1.000,0.413,0.828
5,47430,33.7872554,-84.4057646,244.767,0.55,-0.219,7.626,66092.46700,-1,-1,-1,-1.0,-1.000,-1.000,0.417,0.942
5,47484,33.7872554,-84.4057658,245.404,0.51,-0.137,7.478,66092.48000,-1,-1,-1,-1.0,-1.000,-1.000,0.424,0.000
5,47485,33.7872553,-84.4057655,245.331,0.56,-0.148,7.465,66092.48000,-1,-1,-1,-1.0,-1.000,-1.000,0.397,0.108
5,47486,33.7872553,-84.4057655,245.253,0.56,-0.158,7.474,66092.48000,-1,-1,-1,-1.0,-1.000,-1.000,0.397,0.223
5,47487,33.7872552,-84.4057654,245.178,0.51,-0.168,7.473,66092.48000,-1,-1,-1,-1.0,-1.000,-1.000,0.377,0.334
5,47489,33.7872551,-84.4057653,245.024,0.52,-0.189,7.489,66092.48000,-1,-1,-1,-1.0,-1.000,-1.000,0.358,0.562
5,47490,33.7872550,-84.4057649,244.953,0.55,-0.199,7.470,66092.48000,-1,-1,-1,-1.0,-1.000,-1.000,0.340,0.667
5,47491,33.7872549,-84.4057648,244.878,0.53,-0.209,7.468,66092.48100,-1,-1,-1,-1.0,-1.000,-1.000,0.324,0.778
5,47492,33.7872549,-84.4057647,244.802,0.52,-0.220,7.475,66092.48100,-1,-1,-1,-1.0,-1.000,-1.000,0.327,0.891
5,47493,33.7872548,-84.4057645,244.728,0.52,-0.230,7.472,66092.48100,-1,-1,-1,-1.0,-1.000,-1.000,0.316,1.000
5,47545,33.7872549,-84.4057658,245.351,0.55,-0.148,7.345,66092.49400,-1,-1,-1,-1.0,-1.000,-1.000,0.338,0.078
5,47546,33.7872548,-84.4057655,245.281,0.56,-0.158,7.319,66092.49400,-1,-1,-1,-1.0,-1.000,-1.000,0.309,0.182
5,47547,33.7872547,-84.4057653,245.208,0.55,-0.168,7.315,66092.49400,-1,-1,-1,-1.0,-1.000,-1.000,0.287,0.290
5,47548,33.7872548,-84.4057656,245.127,0.56,-0.178,7.353,66092.49400,-1,-1,-1,-1.0,-1.000,-1.000,0.312,0.410
5,47549,33.7872546,-84.4057652,245.057,0.59,-0.189,7.333,66092.49400,-1,-1,-1,-1.0,-1.000,-1.000,0.268,0.513
5,47550,33.7872545,-84.4057650,244.986,0.58,-0.199,7.322,66092.49400,-1,-1,-1,-1.0,-1.000,-1.000,0.250,0.618
5,47551,33.7872545,-84.4057648,244.913,0.55,-0.209,7.320,66092.49400,-1,-1,-1,-1.0,-1.000,-1.000,0.254,0.726
5,47552,33.7872544,-84.4057648,244.836,0.52,-0.220,7.333,66092.49400,-1,-1,-1,-1.0,-1.000,-1.000,0.236,0.840
