sign_id,Shape,RFRAME,LFRAME,SEQUENCE,TC,OVERHEAD,CONDITION,SUPPORT,mutcd_code,ID,long,lat,alt,X1,Y1,X2,Y2,rclink,RouteNo,County,District,ImagePath,physical_condition,overhead_type,frame_id_2018,frame_path_2018,bbox_x1,bbox_y1,bbox_x2,bbox_y2
4081,,10511,10514,FR_I285_Lane5_CW_Run1(0).avi,53550.995,1,0,0,E1-0a,444,-84.23079001,33.73972892,291.694739,1411.10945,11.57261,1421.40485,4.08879,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10511.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
4084,,10471,10473,FR_I285_Lane5_CW_Run1(0).avi,53542.85,0,0,0,D9-18,447,-84.23076236,33.74158347,294.2886026,2264.37509,78.17339,2416.17211,58.47044,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10471.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,8203,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0005/08203.jpg,1848.24,348.16,2288.88,806.4
4085,,10450,10452,FR_I285_Lane5_CW_Run1(0).avi,53538.598,0,0,0,D10-4,448,-84.23068384,33.74260537,296.6189889,1964.42856,162.14678,2154.99324,164.04382,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10450.jpg"" width=""512"" height=""384"" />",Post Failure,Ground,8182,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0005/08182.jpg,2160.36,588.8,2371.5,896
4087,,10421,10423,FR_I285_Lane5_CW_Run1(0).avi,53532.744,0,0,0,D9-18,450,-84.23086488,33.74384369,300.4098555,2227.50718,194.08492,2403.86345,199.98152,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10421.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,8153,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0005/08153.jpg,1860.48,614.4,2337.84,885.76
4090,,10382,10384,FR_I285_Lane5_CW_Run1(0).avi,53524.951,0,0,0,R553-1,453,-84.23110237,33.74559645,304.8092709,2160.07805,123.07181,2340.97925,115.23573,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10382.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,8114,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0005/08114.jpg,1998.18,517.12,2163.42,762.88
4091,,10372,10373,FR_I285_Lane5_CW_Run1(0).avi,53522.727,0,0,0,M1-10,454,-84.23115194,33.74606971,303.5961814,2078.41623,268.47936,2264.93086,289.973,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10372.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,8104,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0005/08104.jpg,2062.44,721.92,2209.32,921.6
4092,,10367,10368,FR_I285_Lane5_CW_Run1(0).avi,53521.733,0,0,0,R2-1,455,-84.23117573,33.74631712,304.5950291,2070.58853,160.93713,2284.90705,151.82343,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10367.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,8099,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0005/08099.jpg,2160.36,550.4,2395.98,857.6
4094,,10361,10363,FR_I285_Lane5_CW_Run1(0).avi,53520.742,1,0,0,E1-0a,459,-84.2311265,33.7464732,308.3854017,1281.42599,23.81182,1280.43784,9.26068,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10361.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
4098,,10265,10267,FR_I285_Lane5_CW_Run1(0).avi,53501.045,4,0,0,D3-1,463,-84.23176197,33.75070231,301.3018791,1350.33043,20.08628,1353.99321,12.99605,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10265.jpg"" width=""512"" height=""384"" />",Good Condition,Bridge-Mounted,None,None,None,None,None,None
4100,,10258,10263,FR_I285_Lane5_CW_Run1(0).avi,53500.204,4,0,0,E0-1a,465,-84.23172743,33.7506431,304.2241319,1248.49818,-11.11889,1249.23286,-22.5199,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10258.jpg"" width=""512"" height=""384"" />",Good Condition,Bridge-Mounted,None,None,None,None,None,None
4102,,10238,10239,FR_I285_Lane5_CW_Run1(0).avi,53495.214,0,0,0,W4-2,467,-84.23200828,33.752042,295.5059416,2053.17547,176.86398,2305.48172,171.9467,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10238.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,7971,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0005/07971.jpg,2047.14,499.2,2350.08,855.04
4104,,10218,10220,FR_I285_Lane5_CW_Run1(0).avi,53491.303,4,0,0,D3-1,471,-84.23208053,33.75294722,293.7627039,1382.06222,84.99082,1482.96578,10.05646,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10218.jpg"" width=""512"" height=""384"" />",Good Condition,Bridge-Mounted,None,None,None,None,None,None
4106,,10170,10172,FR_I285_Lane5_CW_Run1(0).avi,53481.461,0,1,0,E5-1a,473,-84.23244485,33.7549735,294.1123795,2030.37783,132.38768,2234.65027,120.71798,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10170.jpg"" width=""512"" height=""384"" />",Surface Failure,Ground,7905,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0005/07905.jpg,1940.04,483.84,2239.92,798.72
4108,,10144,10148,FR_I285_Lane5_CW_Run1(0).avi,53476.58,1,0,0,E1-1,475,-84.23251526,33.75589211,299.07088,1381.57467,23.31283,1395.31656,8.60365,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10144.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
4109,,10130,10131,FR_I285_Lane5_CW_Run1(0).avi,53473.043,0,4,0,D10-4,476,-84.23260828,33.7568391,296.1866057,2091.01079,184.90298,2362.44198,185.01122,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10130.jpg"" width=""512"" height=""384"" />",Obstructed,Ground,7864,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0005/07864.jpg,2197.08,555.52,2356.2,852.48
4114,,10018,10019,FR_I285_Lane5_CW_Run1(0).avi,53450.189,0,0,0,R2-1,481,-84.23265411,33.76178312,299.5824593,2148.55053,135.87734,2428.95941,125.5254,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\10018.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,7754,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0005/07754.jpg,2138.94,542.72,2362.32,862.72
4116,,9392,9395,FR_I285_Lane5_CW_Run1(0).avi,53323.795,1,0,0,E6-2,523,-84.24613927,33.78525748,299.1123281,1210.96482,4.6375,1208.50628,0.85469,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\09392.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
4119,,9345,9347,FR_I285_Lane5_CW_Run1(0).avi,53313.96,0,0,0,DEST-1,526,-84.24678138,33.78751935,294.4405076,2112.48581,81.2701,2334.52131,61.22771,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\09345.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,7088,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0004/07088.jpg,1566.72,337.92,2151.18,814.08
4121,,9320,9322,FR_I285_Lane5_CW_Run1(0).avi,53308.814,0,3,0,W8-13,528,-84.24703112,33.78861744,294.5482006,2017.09284,189.43167,2199.01665,190.59082,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\09320.jpg"" width=""512"" height=""384"" />",Good,Ground,7064,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0004/07064.jpg,1884.96,509.44,2129.76,832
4123,,9287,9289,FR_I285_Lane5_CW_Run1(0).avi,53302.26,0,0,0,DEST-1,530,-84.24740116,33.79001965,297.3288595,1623.10876,620.40829,1145.91797,670.04516,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\09287.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,7031,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0004/07031.jpg,1582.02,468.48,2242.98,839.68
4124,,9282,9283,FR_I285_Lane5_CW_Run1(0).avi,53301.021,0,0,0,D12-5,531,-84.24746588,33.790347,298.2158348,2022.78065,464.10968,1441.80369,541.94931,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\09282.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
4125,,9282,9283,FR_I285_Lane5_CW_Run1(0).avi,53301.021,0,0,0,SP-1,532,-84.24746446,33.79034848,297.0858383,1997.96221,763.05899,1421.4977,747.26544,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\09282.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
4127,,9228,9232,FR_I285_Lane5_CW_Run1(0).avi,53290.711,1,0,0,E1-1,534,-84.24806238,33.79240735,306.7038914,172.53984,306.3886,204.97979,462.50588,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\09228.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
4128,,9230,9232,FR_I285_Lane5_CW_Run1(0).avi,53290.711,0,0,0,D9-18,535,-84.24819442,33.79249896,303.4352759,1901.81659,600.43318,1224.90056,649.48643,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\09230.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,6974,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0004/06974.jpg,1643.22,299.52,2181.78,857.6
4130,,9215,9217,FR_I285_Lane5_CW_Run1(0).avi,53287.819,0,0,0,DEST-1,537,-84.24841389,33.7931286,305.5322913,1828.97696,537.79631,1240.09881,613.91503,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\09215.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,6959,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0004/06959.jpg,1487.16,432.64,2129.76,834.56
4132,,9185,9186,FR_I285_Lane5_CW_Run1(0).avi,53281.824,0,0,0,R2-1,539,-84.2488354,33.7944879,308.4176878,1644.98065,650.07373,1264.80737,671.50783,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\09185.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,6929,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0004/06929.jpg,1765.62,568.32,2007.36,860.16
4134,,9163,9164,FR_I285_Lane5_CW_Run1(0).avi,53277.473,0,0,0,D10-4,541,-84.24912877,33.79546078,310.6450993,2030.62396,670.8424,1467.69677,690.02028,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\09163.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
4136,,9153,9154,FR_I285_Lane5_CW_Run1(0).avi,53275.467,0,3,0,M3-3,543,-84.24924549,33.79588145,311.8906602,1820.68111,645.38341,1381.84608,669.07373,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\09153.jpg"" width=""512"" height=""384"" />",Dirty,Ground,6897,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0004/06897.jpg,1845.18,645.12,1976.76,729.6
4137,,7150,7151,FR_I285_Lane5_CW_Run1(0).avi,52857.227,0,0,0,W4-2,694,-84.25090115,33.88381283,298.4970039,2241.96358,138.17502,2373.75829,139.51415,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\07150.jpg"" width=""512"" height=""384"" />",Dirty,Ground,4916,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04916.jpg,2163.42,527.36,2362.32,770.56
4139,,7136,7137,FR_I285_Lane5_CW_Run1(0).avi,52854.354,0,0,0,W9-1,696,-84.25121493,33.88437345,297.8088835,2380.65899,666.58618,1999.3576,668.8424,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\07136.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,4902,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04902.jpg,2264.4,514.56,2438.82,757.76
4140,,6098,6099,FR_I285_Lane5_CW_Run1(0).avi,52642.95,0,0,0,R2-1,788,-84.29052554,33.91665219,309.2812992,1945.47097,682.1235,1608.1659,694.53272,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06098.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,3874,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0002/03874.jpg,2047.14,632.32,2203.2,806.4
4142,,6097,6098,FR_I285_Lane5_CW_Run1(0).avi,52642.739,0,0,0,R553-7,790,-84.29057235,33.91667823,308.9596667,2108.08133,705.85324,1740.09061,711.93573,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06097.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,3873,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0002/03873.jpg,2172.6,634.88,2298.06,811.52
4146,,6062,6064,FR_I285_Lane5_CW_Run1(0).avi,52635.744,0,0,0,CLEAN-1,794,-84.29187933,33.91773334,304.7524125,2200.31429,619.51152,1503.14194,655.61106,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06062.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,3838,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0002/03838.jpg,1973.7,593.92,2163.42,747.52
4149,,6008,6009,FR_I285_Lane5_CW_Run1(0).avi,52623.909,0,0,0,W4-3,797,-84.29431555,33.9190696,301.5207775,1959.3609,646.00997,1533.38957,666.35487,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06008.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,3784,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0002/03784.jpg,2007.36,611.84,2181.78,801.28
4153,,5958,5960,FR_I285_Lane5_CW_Run1(0).avi,52613.346,1,0,0,E1-1,801,-84.29655728,33.91984389,304.0658453,184.85605,246.26487,236.55723,343.58473,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\05958.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
4154,,5952,5953,FR_I285_Lane5_CW_Run1(0).avi,52611.83,0,0,0,D10-4,802,-84.29714078,33.9198986,296.7773646,1652.72263,920.0883,1231.83752,867.9545,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\05952.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,3729,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0002/03729.jpg,2261.34,747.52,2377.62,990.72
4157,,5897,5899,FR_I285_Lane5_CW_Run1(0).avi,52600.626,0,0,0,R2-1,805,-84.30002033,33.92010773,295.6753873,2304.67252,594.51963,1289.90459,660.79824,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\05897.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,3672,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0002/03672.jpg,1205.64,611.84,1337.22,785.92
4317,,7102,7104,FR_I285_Lane5_CW_Run1(0).avi,52847.665,4,3,0,D3-1,699,-84.25186625,33.88561254,301.6384924,305.19171,219.12074,311.96037,413.15576,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\07102.jpg"" width=""512"" height=""384"" />",Dirty,Bridge-Mounted,None,None,None,None,None,None
4319,,7061,7062,FR_I285_Lane5_CW_Run1(0).avi,52839.329,0,0,0,W4-3,701,-84.25344025,33.88717441,295.4777415,2022.95853,630.99908,1436.34101,662.58618,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\07061.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,4828,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04828.jpg,1888.02,307.2,2307.24,867.84
4322,,7041,7042,FR_I285_Lane5_CW_Run1(0).avi,52835.187,0,0,0,R2-1,704,-84.254212,33.88779245,294.9689765,1977.49217,622.61475,1362.67189,662.09862,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\07041.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,4805,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04805.jpg,1539.18,453.12,1860.48,862.72
4325,,6955,6956,FR_I285_Lane5_CW_Run1(0).avi,52817.921,0,0,0,R553-1,707,-84.25758108,33.89028685,291.6437616,1894.03687,705.48295,1558.98802,714.50783,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06955.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,4724,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04724.jpg,2105.28,545.28,2316.42,832
4327,,6918,6919,FR_I285_Lane5_CW_Run1(0).avi,52810.355,0,0,0,D10-4,709,-84.25906536,33.89138172,291.326259,2265.30691,742.91705,1896.41475,755.32627,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06918.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,4687,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04687.jpg,2255.22,593.92,2371.5,844.8
4330,,6879,6880,FR_I285_Lane5_CW_Run1(0).avi,52802.106,0,0,0,W4-2,712,-84.26056504,33.89262229,293.9804411,1705.60645,652.8424,1362.66083,674.2765,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06879.jpg"" width=""512"" height=""384"" />",Post Failure,Ground,4649,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04649.jpg,1796.22,488.96,2022.66,847.36
4332,,6835,6836,FR_I285_Lane5_CW_Run1(0).avi,52793.277,0,0,0,R560-2,714,-84.26230771,33.89398383,295.5114694,1999.10783,583.79631,1511.76406,625.53641,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06835.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,4605,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04605.jpg,1970.64,363.52,2212.38,757.76
4334,,6829,6830,FR_I285_Lane5_CW_Run1(0).avi,52792.1,0,0,0,R2-1,716,-84.26253458,33.89416178,295.7075608,1862.28027,621.69836,1447.65711,649.06957,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06829.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,4599,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04599.jpg,1747.26,465.92,2016.54,796.16
4336,,6801,6802,FR_I285_Lane5_CW_Run1(0).avi,52786.402,0,0,0,E5-1a,718,-84.26361963,33.89497838,296.1772787,1841.91244,688.97051,1488.81383,693.48295,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06801.jpg"" width=""512"" height=""384"" />",Surface Failure,Ground,4572,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04572.jpg,1692.18,519.68,2056.32,826.88
4339,,6743,6744,FR_I285_Lane5_CW_Run1(0).avi,52774.386,0,0,0,R2-1,721,-84.26592803,33.8967152,297.8988328,2212.30691,751.86359,1810.69954,745.09493,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06743.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,4515,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04515.jpg,1970.64,622.08,2138.94,852.48
4341,,6743,6744,FR_I285_Lane5_CW_Run1(0).avi,52774.386,1,4,0,E6-2a,723,-84.26578031,33.89669094,304.4298618,851.90405,102.99865,754.33749,213.45135,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06743.jpg"" width=""512"" height=""384"" />",Obstructed,Sign Bridge,None,None,None,None,None,None
4342,,6739,6742,FR_I285_Lane5_CW_Run1(0).avi,52773.984,1,4,0,E6-2a,724,-84.26573648,33.89675662,303.6557985,64.34371,281.4436,124.15488,428.43714,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06739.jpg"" width=""512"" height=""384"" />",Obstructed,Sign Bridge,None,None,None,None,None,None
4343,,6738,6741,FR_I285_Lane5_CW_Run1(0).avi,52773.783,1,0,0,E6-2a,725,-84.26587334,33.89677964,303.750806,681.78085,216.4436,532.75981,392.83585,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06738.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
4348,,6689,6690,FR_I285_Lane5_CW_Run1(0).avi,52763.629,0,0,0,E5-1a,730,-84.26807557,33.89838174,302.313956,2076.76959,768.63226,1590.55392,764.11982,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06689.jpg"" width=""512"" height=""384"" />",Surface Failure,Ground,4459,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04459.jpg,1985.94,634.88,2258.28,885.76
4349,,6685,6688,FR_I285_Lane5_CW_Run1(0).avi,52763.226,2,0,0,E6-2a,731,-84.26785747,33.8983172,309.9997362,271.29862,183.71152,262.27373,359.69677,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06685.jpg"" width=""512"" height=""384"" />",Good Condition,Cantilever,None,None,None,None,None,None
4351,,6631,6634,FR_I285_Lane5_CW_Run1(0).avi,52752.28,1,0,0,E6-2a,733,-84.27006126,33.89994007,319.0375644,446.26636,168.3023,392.11705,343.15945,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06631.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
4355,,6601,6602,FR_I285_Lane5_CW_Run1(0).avi,52745.775,0,0,0,R553-7,737,-84.271545,33.90099002,317.5832117,1822.59649,688.67451,1498.19695,691.71575,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06601.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,4372,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04372.jpg,2142,596.48,2285.82,808.96
4356,,6597,6598,FR_I285_Lane5_CW_Run1(0).avi,52744.966,0,0,0,D10-4,738,-84.27172243,33.90112727,318.1013917,2091.53139,696.19331,1649.53702,698.22081,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06597.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,4367,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04367.jpg,2007.36,637.44,2111.4,814.08
4359,,6573,6575,FR_I285_Lane5_CW_Run1(0).avi,52740.382,0,0,0,E5-1b,741,-84.2726265,33.90175347,320.9790027,2117.7235,741.24793,1567.20553,737.86359,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06573.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,4345,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04345.jpg,2242.98,665.6,2420.46,862.72
4361,,6555,6557,FR_I285_Lane5_CW_Run1(0).avi,52736.797,0,0,0,W13-2,743,-84.27340153,33.90223991,323.140071,2265.89856,717.46053,1624.50118,715.40477,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06555.jpg"" width=""512"" height=""384"" />",Obstruction,Ground,4326,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04326.jpg,2096.1,655.36,2215.44,814.08
4362,,6549,6550,FR_I285_Lane5_CW_Run1(0).avi,52735.404,1,4,0,E1-1,744,-84.27359392,33.90241582,330.4943599,1129.0613,36.52605,986.83358,129.53023,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06549.jpg"" width=""512"" height=""384"" />",Obstructed,Sign Bridge,None,None,None,None,None,None
4363,,6548,6549,FR_I285_Lane5_CW_Run1(0).avi,52735.204,1,4,0,E6-2a,745,-84.27369344,33.90255534,327.2310527,407.75445,74.00739,362.52771,150.07054,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06548.jpg"" width=""512"" height=""384"" />",Obstructed,Sign Bridge,None,None,None,None,None,None
4365,,6542,6545,FR_I285_Lane5_CW_Run1(0).avi,52734.401,1,0,0,E1-1,747,-84.27367021,33.90247555,331.8650835,728.53338,215.4537,613.97979,364.47474,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06542.jpg"" width=""512"" height=""384"" />",Good Condition,Sign Bridge,None,None,None,None,None,None
4366,,6545,6546,FR_I285_Lane5_CW_Run1(0).avi,52734.601,0,0,0,E6-2a,748,-84.27363678,33.90251534,331.8546275,370.6228,98.7723,358.95229,191.17873,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06545.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,None,None,None,None,None,None
4370,,6548,6549,FR_I285_Lane5_CW_Run1(0).avi,52735.204,0,0,0,R2-1,752,-84.27373168,33.90243526,324.0626897,2041.18249,690.73917,1718.54286,692.99539,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06548.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,4321,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04321.jpg,2227.68,688.64,2362.32,855.04
4377,,6396,6398,FR_I285_Lane5_CW_Run1(0).avi,52704.417,1,4,0,E1-1,759,-84.28001727,33.90650075,323.435627,579.33733,252.78617,487.96037,373.49401,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06396.jpg"" width=""512"" height=""384"" />",Obstructed,Sign Bridge,None,None,None,None,None,None
4383,,6398,6399,FR_I285_Lane5_CW_Run1(0).avi,52704.627,0,0,0,R2-1,765,-84.28011889,33.90652292,318.5491028,1791.97327,705.22673,1432.10599,702.97051,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06398.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,4173,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0003/04173.jpg,1995.12,637.44,2142,821.76
4388,,6273,6274,FR_I285_Lane5_CW_Run1(0).avi,52678.992,0,0,0,D10-4,770,-84.28446056,33.91080308,325.1237076,1790.14378,687.48295,1323.10599,706.66083,891040700,407,89,7,"<img src=""C:\I-285\FR_I285_Lane5_CW_Run1(0)\06273.jpg"" width=""512"" height=""384"" />",Good Condition,Ground,4048,../../Data/i285_2018/FR_20180816_I285_EB_run1/images/images0002/04048.jpg,2307.24,596.48,2411.28,821.76
